id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,positioning_method,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
153750,2012-11-27,2012-11-27,,Tijuana,4304,mossy,2012-11-28 05:24:19 UTC,StairCase RApids,47.5187011,-123.333776,1465,1465,,,White Chanterelle,Cantharellus subalbidus,White Chanterelle,Fungi,54132
156644,2012-10-30,2012-10-30,,Pacific Time (US & Canada),9851,valetparker,2012-12-03 23:14:27 UTC,The Evergreen State College,47.0720002,-122.9769726,2436,2436,,,Cantharellus cibarius,Cantharellus cibarius,Golden Chanterelle,Fungi,47347
156647,2012-11-06,2012-11-06,,Pacific Time (US & Canada),9851,valetparker,2012-12-03 23:16:15 UTC,The Evergreen State College,47.0720002,-122.9769726,2436,2436,,,Cantharellus subalbidus,Cantharellus subalbidus,White Chanterelle,Fungi,54132
156726,Wed Nov 14 2012 13:38:23 GMT-0800 (PST),2012-11-14,2012-11-14 21:38:23 UTC,Pacific Time (US & Canada),9853,kylie11,2012-12-04 01:33:29 UTC,"Evergreen State College, Olympia, Washington, US",47.069717,-122.981434,32,32,,,chanterelles,Cantharellus,chanterelles,Fungi,47348
156774,2012-10-10,2012-10-10,,Pacific Time (US & Canada),9851,valetparker,2012-12-04 02:30:05 UTC,"",46.12533,-121.7538,,,,,Polyozellus multiplex,Polyozellus multiplex,blue chanterelle,Fungi,154877
156811,Fri Nov 16 2012 12:31:17 GMT-0800 (PST),2012-11-16,2012-11-16 20:31:17 UTC,Pacific Time (US & Canada),9839,lucretius_secretius,2012-12-04 03:30:37 UTC,The Evergreen State College,47.043367,-122.914966,1723,1723,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
156964,2012-10-10,2012-10-10,,Pacific Time (US & Canada),4382,boedan27,2012-12-04 10:12:37 UTC,"Trout Lake, WA",46.0986,-121.72009,,,,,Polyozellus multiplex,Polyozellus multiplex,blue chanterelle,Fungi,154877
156967,2012-10-10,2012-10-10,,Pacific Time (US & Canada),4382,boedan27,2012-12-04 10:22:30 UTC,"Washington, US",46.0090827952,-121.7048008345,,27063,obscured,,chanterelles,Cantharellus,chanterelles,Fungi,47348
157045,2012-10-19,2012-10-19,,Pacific Time (US & Canada),9752,mycomycul,2012-12-04 15:18:43 UTC,"47.072936, -122.981793",47.0759382287,-122.982416153,,,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
157221,11-20-12,2012-11-20,,Pacific Time (US & Canada),9758,m_henn,2012-12-04 20:17:54 UTC,"Evergreen Farm trail, Evergreen state college, Olympia, WA",47.0720002,-122.9769726,2436,2436,,,Cantharellus subalbidus,Cantharellus subalbidus,White Chanterelle,Fungi,54132
157250,2012-10-11,2012-10-11,,Pacific Time (US & Canada),9816,dabirdoprey,2012-12-04 20:51:00 UTC,"Gifford Pinchot National Forest, WA",46.1512971218,-121.555480957,1000,1000,,,Polyozellus multiplex,Polyozellus multiplex,blue chanterelle,Fungi,154877
157399,10-7-2012,2012-10-07,,Pacific Time (US & Canada),9841,dysonfowler,2012-12-05 00:25:24 UTC,"Trail #33 Indian Heaven, Gifford Pinchot National Forest, WA.",45.9888246,-121.798759,9387,9387,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
385651,2013-08-31,2013-08-31,,Tijuana,4304,mossy,2013-09-02 03:51:13 UTC,"Dry Creek Trail, olympic national forest",47.507391,-123.328549,1423,1423,,,pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
394335,2013-09-10,2013-09-10,,Tijuana,4304,mossy,2013-09-11 14:52:51 UTC,"Washington, US",47.4930129155,-123.2319859155,1465,26823,obscured,,Polyozellus multiplex,Polyozellus multiplex,blue chanterelle,Fungi,154877
394342,2013-09-10,2013-09-10,,Tijuana,4304,mossy,2013-09-11 14:59:08 UTC,"Washington, US",47.4330231361,-123.2438697992,1465,10000,obscured,,Gomphus floccosus,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
399041,2013-09-15 6:37:20 PM PDT,2013-09-15,2013-09-16 01:37:20 UTC,Pacific Time (US & Canada),18401,jdberfield,2013-09-16 01:47:06 UTC,,47.1015984,-122.9982683,2461,2461,,gps,"",,,,
400564,Mon Sep 16 2013 13:30:22 GMT-0700 (PDT),2013-09-16,2013-09-16 20:30:22 UTC,Pacific Time (US & Canada),9836,stmcnalley,2013-09-17 07:15:14 UTC,"Evergreen State College, Olympia, Washington, US",47.0715,-122.9815,,,,,chanterelles,Cantharellus,chanterelles,Fungi,47348
426009,2013-10-08 11:03:22 AM PDT,2013-10-08,2013-10-08 18:03:22 UTC,Pacific Time (US & Canada),18383,mgoodman,2013-10-11 22:38:50 UTC,"Langfield Falls, Trout Lake, WA",46.099111,-121.722536,8,8,,gps,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
444633,2013-10-09,2013-10-09,,Hawaii,23379,mrsschram,2013-10-31 04:29:55 UTC,"Trout Lake, WA",45.997343,-121.528137,4514,4514,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
450473,2013-11-04 11:59:54,2013-11-04,2013-11-04 19:59:54 UTC,Pacific Time (US & Canada),23423,joeanderson,2013-11-07 22:05:28 UTC,brown creek campground,47.41148,-123.321273,1268,1268,,,cantharellus formosus,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
456594,2013-11-12,2013-11-12,,Hawaii,23419,mniemann,2013-11-14 03:23:51 UTC,ocean city state park,47.033031,-124.164563,773,773,,,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
458001,Mon Nov 04 2013 10:43:56 GMT-0800 (PST),2013-11-04,2013-11-04 18:43:56 UTC,Pacific Time (US & Canada),23320,kaitlyntexley,2013-11-15 00:24:10 UTC,"3122 Red Fern Dr NW, Olympia, WA, US",47.0770333333,-122.9635166667,,,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
463392,2013-09-04,2013-09-04,,Pacific Time (US & Canada),4623,ryanubrown,2013-11-20 21:04:21 UTC,On the PCT in WA,46.656896,-121.411414,1000,1000,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
476673,Mon Nov 04 2013 10:44:05 GMT-0800 (PST),2013-11-04,2013-11-04 18:44:05 UTC,Pacific Time (US & Canada),23320,kaitlyntexley,2013-12-05 21:44:46 UTC,"3345 Lady Fern Loop NW, Olympia, WA, US",47.0765083333,-122.9634783333,,,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
478918,2013-10-29,2013-10-29,,Pacific Time (US & Canada),23450,kaistroud,2013-12-09 23:37:28 UTC,The Evergreen State College,47.075475,-122.970054,7,7,,,Cantharellus formosus,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
480752,2013-12-03 11:13:08,2013-12-03,2013-12-03 19:13:08 UTC,Pacific Time (US & Canada),23423,joeanderson,2013-12-13 03:24:23 UTC,The evergreen state college,47.070809,-122.98321,300,300,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
503920,2014-01-17,2014-01-17,,Pacific Time (US & Canada),27263,wendy5,2014-01-18 05:04:24 UTC,"Fort Worden, WA",48.141657,-122.764428,,,,,Donsvoetje,Tubaria furfuracea,scurfy twiglet,Fungi,55573
809419,2014-07-27 14:52:33,2014-07-27,2014-07-27 21:52:33 UTC,Pacific Time (US & Canada),9572,leftcoastnaturalist,2014-07-30 19:06:17 UTC,Mt. Rainier National Park,46.853704,-121.75895,13713,26935,,,Turbinellus flocossus,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
849191,2014-08-25,2014-08-25,,Tijuana,4304,mossy,2014-08-26 16:50:14 UTC,"Snow Lake, mason county wa",47.483917,-123.401012,179,26839,,,Gomphus floccosus,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
1035805,2014-10-24 4:23:37 PM PDT,2014-10-24,2014-10-24 23:23:37 UTC,Pacific Time (US & Canada),55155,trelam,2014-10-24 23:27:44 UTC,The Evergreen State College,47.071857,-122.976643,1142,1142,,,chanterelles,Cantharellus,chanterelles,Fungi,47348
1075653,2014-11-15,2014-11-15,,Pacific Time (US & Canada),27263,wendy5,2014-11-16 01:37:59 UTC,"Buckhorn Wilderness, WA",47.813702,-123.106837,180,180,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
1102574,2014-11-11,2014-11-11,,Pacific Time (US & Canada),55288,roberr22,2014-11-30 01:35:31 UTC,Ravenna Park,47.672462,-122.308037,565,565,,,Craterellus Tubaeformis,Craterellus tubaeformis,Yellowfoot,Fungi,350511
1104289,2014-11-29 7:34:01 PM PST,2014-11-29,2014-11-30 03:34:01 UTC,Pacific Time (US & Canada),56544,kaylinmarie,2014-12-01 00:16:00 UTC,"Kitsap County, US-WA, US",47.6564915,-122.7761818,27,26807,,gps,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
1121072,2014-11-06,2014-11-06,,Pacific Time (US & Canada),61246,katkirchoff,2014-12-08 20:12:14 UTC,The Evergreen State College,47.071857,-122.976643,1142,26903,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
1124406,Thu Nov 06 2014 13:30:47 GMT-0800 (PST),2014-11-06,2014-11-06 21:30:47 UTC,Pacific Time (US & Canada),56273,myco-hound,2014-12-10 08:37:20 UTC,"Evergreen State College, Olympia, WA, US",47.071602,-122.979487,10,10,,,Cantharellus formosus,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
1145908,Thu Dec 25 2014 13:59:26 GMT-0800 (PST),2014-12-25,2014-12-25 21:59:26 UTC,Pacific Time (US & Canada),44845,alexshepard,2014-12-25 23:32:14 UTC,"9594 Mandus Olson Rd NE, Bainbridge Island, WA, US",47.652741,-122.547434,1221,1221,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
1194302,2015-01-25,2015-01-25,,Pacific Time (US & Canada),55420,rustyniknax,2015-01-26 00:31:23 UTC,tesc olympia,47.071686,-122.984015,45,45,,,craterellus tubaeformis,Craterellus tubaeformis,Yellowfoot,Fungi,350511
1306122,2015-03-19,2015-03-19,,Tijuana,4304,mossy,2015-03-20 19:30:59 UTC,Skokomish River trail,47.434474,-123.368998,359,359,,,Yellowfoot,Craterellus tubaeformis,Yellowfoot,Fungi,350511
1798212,2015-07-24,2015-07-24,,Pacific Time (US & Canada),27263,wendy5,2015-07-25 05:05:43 UTC,"Jefferson County, US-WA, US",47.878051901,-122.8145210398,,26775,,,Turbinellus kauffmanii,Turbinellus kauffmanii,,Fungi,352687
2211048,2015-10-16,2015-10-16,,Pacific Time (US & Canada),77622,kyle2,2015-10-19 19:03:43 UTC,"Knuppenburg Lake, Highway 12, WA, US",46.6282,-121.418413,91,91,,,Pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
2323427,2015-10-27,2015-10-27,,Pacific Time (US & Canada),27263,wendy5,2015-10-28 22:18:33 UTC,"Port Townsend, WA",48.129643,-122.831687,,,,,false chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
2423372,2015-11-22,2015-11-22,,Pacific Time (US & Canada),27263,wendy5,2015-11-25 03:17:15 UTC,"Port Townsend, WA",48.130503,-122.831258,,,,,False chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
2457650,2015-11-12,2015-11-12,,Pacific Time (US & Canada),140296,tongy7,2015-12-07 04:21:49 UTC,Ravenna Park,47.6721083333,-122.3039861111,,,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
2458790,Sat Aug 08 2015 10:33:31 GMT-0700 (PDT),2015-08-08,2015-08-08 17:33:31 UTC,Pacific Time (US & Canada),92171,a_meyer,2015-12-07 19:33:35 UTC,"Mount Rainier National Park, Buckley, WA, US",46.9277926706,-121.8736159715,786,26935,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
2479088,2015-11-28,2015-11-28,,Pacific Time (US & Canada),140020,shelbyc,2015-12-15 03:59:27 UTC,seward park,47.552577,-122.252662,,,,,False chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
2490476,2015-12-18,2015-12-18,,Pacific Time (US & Canada),27263,wendy5,2015-12-20 05:00:45 UTC,"Port Townsend, WA",48.129643,-122.796153,,,,,tawny funnel cap,Tricholomatineae,,Fungi,787526
2947350,2016-04-15,2016-04-15,,Pacific Time (US & Canada),206925,nflicker,2016-04-16 17:18:02 UTC,Ravenna Park Seattle WA,47.672462,-122.308037,,,,,Fungi Including Lichens,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
3550063,2011-10-13,2011-10-13,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 17:49:49 UTC,"Sol Duc Valley, Olympic National Park, Clallam Co., Washington, USA",47.99205,-123.8555,13722,13722,,,Cantharellus formosus,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
3551209,2014-10-08,2014-10-08,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:42:14 UTC,"Fryingpan Creek, Mount Rainier National Park, Pierce Co., Washington, USA",46.8784,-121.6415,3248,3248,,,Polyozellus,Polyozellus,Blue Chanterelles,Fungi,154878
3551391,2014-10-10,2014-10-10,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:47:12 UTC,"Grove of the Patriarchs, Mount Rainier National Park, Washington, USA",46.76255,-121.555,157,157,,,Pacific Golden Chanterelle,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
3551454,2014-10-10,2014-10-10,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:48:59 UTC,"Grove of the Patriarchs, Mount Rainier National Park, Washington, USA",46.76255,-121.555,157,157,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
3551469,2014-10-10,2014-10-10,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:49:13 UTC,"Grove of the Patriarchs, Mount Rainier National Park, Washington, USA",46.76255,-121.555,157,157,,,White Chanterelle,Cantharellus subalbidus,White Chanterelle,Fungi,54132
3551541,2014-10-08,2014-10-08,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:51:32 UTC,"Bear Gap Trailhead, Mount Rainier, Washington, USA",46.94305,-121.3775,3528,3528,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
3551549,2014-10-08,2014-10-08,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:51:54 UTC,"Bear Gap Trailhead, Mount Rainier, Washington, USA",46.94305,-121.3775,3528,3528,,,Polyozellus,Polyozellus,Blue Chanterelles,Fungi,154878
3551630,2014-10-09,2014-10-09,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:54:35 UTC,"The Dalles Campground, Mt. Baker-Snoqualmie National Forest, Washington, USA",47.06845,-121.5775,188,188,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
3551654,2014-10-09,2014-10-09,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:55:13 UTC,"The Dalles Campground, Mt. Baker-Snoqualmie National Forest, Washington, USA",47.06845,-121.5775,188,188,,,Turbinellus floccosus,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
3551708,2014-10-09,2014-10-09,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 18:56:27 UTC,"Buck Creek Campground, Snoqualmie National Forest, Washington, USA",47.0148,-121.536,1112,1112,,,Rainbow Chanterelle,Cantharellus roseocanus,Rainbow Chanterelle,Fungi,499666
3551819,2014-10-12,2014-10-12,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 19:00:01 UTC,"Big Creek Campground, Gifford-Pinchot National Forest, Lewis Co., Washington, USA",46.735,-121.9675,303,303,,,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
3551828,2014-10-27,2014-10-27,,Pacific Time (US & Canada),5179,leptonia,2016-06-29 19:00:20 UTC,"Skate Creek Rd., Gifford Pinchot National Forest, Lewis Co., Washington, USA",46.75815,-121.451,5940,5940,,,Gomphus clavatus,Gomphus clavatus,pig's ears,Fungi,54121
3890571,Sat Aug 13 2016 09:05:54 GMT-0700 (PDT),2016-08-13,2016-08-13 16:05:54 UTC,Pacific Time (US & Canada),293750,bobbie6,2016-08-15 05:38:36 UTC,"Snoqualmie National Forest, Skykomish, WA, US",47.60968,-121.3136666667,,,,,pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
3971519,2016-08-21 11:53:20,2016-08-21,2016-08-21 18:53:20 UTC,Pacific Time (US & Canada),8641,brewbooks,2016-08-27 04:11:55 UTC,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.904536,-121.896903,,26935,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4022786,Thu Sep 01 2016 10:17:45 GMT-0700 (PDT),2016-09-01,2016-09-01 17:17:45 UTC,Pacific Time (US & Canada),233188,borsope,2016-09-03 04:42:37 UTC,"Whatcom County, US-WA, US",48.7085241918,-121.8175211271,10,10,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4084249,2015/09/27 8:06 AM HST,2015-09-27,2015-09-27 18:06:00 UTC,Hawaii,300278,kathawk,2016-09-11 06:43:01 UTC,"King County, WA, USA",47.7471466501,-121.122518287,1314,1314,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4090904,2015/11/10 5:11 PM HST,2015-11-10,2015-11-11 03:11:00 UTC,Hawaii,300278,kathawk,2016-09-12 02:12:34 UTC,"Redmond, WA, USA",47.6969240664,-122.0505738258,31,31,,,chanterelles,Cantharellus,chanterelles,Fungi,47348
4198504,Tue Sep 20 2016 10:15:18 GMT-0700 (PDT),2016-09-20,2016-09-20 17:15:18 UTC,Pacific Time (US & Canada),81813,jeremy_sea,2016-09-25 11:11:12 UTC,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.9354917063,-121.7761421857,30,30,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4198538,Wed Sep 21 2016 13:35:01 GMT-0700 (PDT),2016-09-21,2016-09-21 20:35:01 UTC,Pacific Time (US & Canada),81813,jeremy_sea,2016-09-25 11:15:02 UTC,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.9006666667,-121.6297083333,,26935,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4198545,Wed Sep 21 2016 16:59:01 GMT-0700 (PDT),2016-09-21,2016-09-21 23:59:01 UTC,Pacific Time (US & Canada),81813,jeremy_sea,2016-09-25 11:16:19 UTC,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.868695,-121.64042,,26935,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4242607,2016/09/27 12:51 PM PDT,2016-09-27,2016-09-27 19:51:00 UTC,Pacific Time (US & Canada),46628,wisel,2016-10-01 03:57:44 UTC,"Skamania County, WA, USA",45.9609072843,-122.1241807946,167,167,,,Cantharellus formosus,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
4289393,2016/10/06 1:10 PM PDT,2016-10-06,2016-10-06 20:10:00 UTC,Pacific Time (US & Canada),300278,kathawk,2016-10-07 05:34:46 UTC,"South Forest Park, Everett, WA 98203, USA",47.9605311269,-122.2237586975,61,61,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
4341073,Tue Oct 11 2016 13:47:11 GMT-0700 (PDT),2016-10-11,2016-10-11 20:47:11 UTC,Pacific Time (US & Canada),344500,alexdererova,2016-10-13 16:26:42 UTC,"Skamania County, US-WA, US",45.942852,-121.896226,57676,57676,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4341074,Tue Oct 11 2016 14:06:17 GMT-0700 (PDT),2016-10-11,2016-10-11 21:06:17 UTC,Pacific Time (US & Canada),344500,alexdererova,2016-10-13 16:26:55 UTC,"Skamania County, US-WA, US",45.942852,-121.896226,57676,57676,,,pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
4341085,Wed Oct 12 2016 12:50:52 GMT-0700 (PDT),2016-10-12,2016-10-12 19:50:52 UTC,Pacific Time (US & Canada),344500,alexdererova,2016-10-13 16:28:23 UTC,"Skamania County, US-WA, US",45.942852,-121.896226,57676,57676,,,pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
4342483,2016-10-11 6:39:09 PM PDT,2016-10-11,2016-10-12 01:39:09 UTC,Pacific Time (US & Canada),55420,rustyniknax,2016-10-13 20:19:00 UTC,"Klickitat County, US-WA, US",45.99703256,-121.52898693,88,88,,,Polyozellus multiplex,Polyozellus multiplex,blue chanterelle,Fungi,154877
4342484,2016-10-11 6:41:40 PM PDT,2016-10-11,2016-10-12 01:41:40 UTC,Pacific Time (US & Canada),55420,rustyniknax,2016-10-13 20:19:02 UTC,"Klickitat County, US-WA, US",45.99704927,-121.52894856,24,24,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
4342747,Tue Oct 11 2016 17:55:37 GMT-0700 (PDT),2016-10-11,2016-10-12 00:55:37 UTC,Pacific Time (US & Canada),341966,dropdeadabedidit,2016-10-13 21:04:50 UTC,"11 Little Mountain Rd, Trout Lake, WA, US",45.9970239038,-121.5288693366,5,5,,,pig's ears,Gomphus clavatus,pig's ears,Fungi,54121
4430460,2016/10/21 3:07 PM PDT,2016-10-21,2016-10-21 22:07:00 UTC,Pacific Time (US & Canada),300278,kathawk,2016-10-25 02:17:09 UTC,"King County, WA, USA",47.1535313758,-121.7145834649,959,959,,,Scaly Chanterelle,Turbinellus floccosus,Scaly Chanterelle,Fungi,417398
